,Video Number,Title,Date Published,Views,Likes,Auther,Comment
10,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,DOGGO_ Woo,"For me, I would say that companies spend way too much on design now days, and not much on actually making the user experience good. This seems very similar to that. Like, what purpose can those 900 leds serve that one adjustable flash light couldn't? Who actually puts their phone screen towards table?"
11,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,김제이든🇰🇷,Gotta admit that the nothing phone is suprisingly looking very modern and futuristic in contribution to the iPhone camera design with of course the additional lights at the back of the phone as MKHBD has discussed before.
12,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,Engi1729,I really missed the notification LEDs when I switched to a phone without them. I so wish a company would release an update to use the always on lock screen functionality to have a few pixels in the corner emulating a blinking LED.
13,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,Callum Wrigley,This man's cinematography is on another level and still amazes me every video! Keep up this quality content!
14,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,Prazzo123,I love how Marques does no gimmicks and just talks. His analysis and cool voice is enough here - no need for fancy stuff.
15,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,Joseph Morgan,"I sure would love the camera on my 6P to be put into this phone in every other way. Much better design, better size, symmetrical bezels, flat screen, brighter screen, faster charging, and I'd imagine it doesn't get nearly as hot as the Pixel does in general use."
16,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,Blake Warford,"Not going to lie, I seriously love this. To have a phone that sleek looking at that price range, if I were to show this to my buddies and have them guess the price, I guarantee it wouldn't be 399. I was concerned around the performance of the phone since it seems a lot of the cost went into design and materials, but this is a GREAT consumer product. I think if Nothing can expand that name and produce this on a bigger scale, it would be a hit amongst the regular consumer market"
17,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,Scott Robinson,"Seems like a decent phone. 
Decent specs, decent functionality, some interesting quirks and gimmicks that might appeal to some people. 
And a fairly good price. "
18,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,me me,"i watched a video of this phone, hyping it up crazily when this video basically made that entire video a myth. it was saying about how the lights would be programmable, how you could connect to their satellite internet and more and now it doesnt even come with a charger. how you said about the lights being only at the back, made me realize that how useless the gimmick is too, esp since putting your phone screen down is a fast way to destroy your screen so few people, actually does it.  sadly, there's also no mention of the vibrations or the maximum volume anywhere which is very important for older people and people who like their phones on silent."
19,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,raz 9800,"this is actually the first android phones that i'd consider buying, love the design and that beautiful back, too bad the glyph interface isnt very customizable"
20,1,Nothing Phone (1) Review: Seeing Through the Hype!,2022-07-15,2771251,129382,t o a d,Nothing beats the amazing intros that the team makes in these videos
21,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Best Cat Dad,"Not sure if it has already been mentioned, but you don’t have to drag to drop the subject form a picture. If you long press and release once the subject is highlighted, a “copy/share” option will pop up. It makes it so much easier!"
22,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,GabrielF11,"I've had the beta for a while. It's been working surprisingly well, and I now have it on almost all my devices."
23,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Christian Serrano,"Good features, but I'm still waiting for that always on display. It's a very convenient and helpful thing to have."
24,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,BeerLicious,"That webcam system is actually a thing of beauty. I've been critical both for Android & iOS a lot but i always say , iOS brings you up something so good & stable that you can't hate it at all. Samsung been their close competitors is doing great but system optimisations of apple are just on another level ."
25,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Taylor Rodieck,I’m so excited for this update. More customization is always welcome!
26,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Eric Bonow,Live objects seems incredible. That kind of image cropping is really quick and is the kind of thing that 95% of people wouldn't be able to do on their own. The processing effect is really clean. Hats off to their design and development teams on baking in a pretty complex operation into such an intuitive way.
27,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,[C H E R R Y]-T[A]P Me!! To Have [S]EX With Me,"The ""virtual top-down view"" and the ""Live Image"" features are hella impressive, close to being magic. Well done, Apple."
28,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Danial Jebart,"Of all the new features, the haptic for the keyboard is the one I'm excited for. Just wish they could FINALLY add clipboard manager like all other Android manufacturer."
29,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,The_Phat_Man,"I need that camera continuity/desk view feature. It would help me a lot. I've also installed iOS 16 on my phone and it runs pretty well. Does get pretty warm sometimes when I'm using new features so I hope that gets ironed out. All in all, I love the new look to the lock screen and can't really find anything wrong other than the temperature thing. I've also only had it for like a week so I'll edit this if this opinion changes drastically."
30,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Jacob Timothy,"I don't usually comment, but I have watched your content for 3-4 years consistently. Every single video is A-1. Perfect. You and your team are incredibly talented and ultra-content creators."
31,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Serie26,The feature I like the most is the ability to sort music playlists on the phone itself.  Another 15 years and we might be able to rename songs on the phone.
32,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Anthony Williams,"I personally would have loved to see support for voice/audio messages. It's so annoying that they A.) Don't allow for the user to scroll through the audio or speed it up by 1.5x, 2.0x, etc. and B.) The screen will often time out, causing the need to start it over from the beginning. Super frustrating, especially for those people who don't understand the concept of calling if your audio message will exceed a minute or more lol."
33,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Recuerdo Hattem Reyes,"Despite being an avid and an extreme Android (Samsung) user, I have a large and uncountable level of respect towards Apples' simplicity and eco-friendliness in their systems, especially with these added features in IOS 16, it never fails to impress and to make love to such device, I wished i had two phones, but for now ill stick to one but have a MASSIVELY HUGE respect towards Apple."
34,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Yoien,"the virtual top down view would be very useful for class, i love this magic. and im not the type of person to customize home screen widgets, but im definitely have 8 lock screens with this new update."
35,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Juan Pereyra,The continuity camera feature was something I’ve been hoping for 🙌🏼
36,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,headspug,"I wonder if Apple will ever introduce the most basic Android functions, such as 'pin to screen' or simply having a small YouTube video playing in the corner, while having the rest of the screen available for other tasks."
37,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Benjamin Barnett,"That intro tho😍!!! You and the team keep elevating Marques, that looked like it belongs in the Apple event!"
38,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,NiklasWag,"great video, as always! Still got a couple of questions about continuity camera:
1. Do you need the Belkin mount? If not: how far aways can the phone be from the Mac?
2. Does the topdown mode only work with iPhones with an ultra-wide or is it just ""not that good"" on iPhone 8, X, Xs?3. Can you manually change between the phones cameras or is it locked to the 1x camera?"
39,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Rorisang Monaledi,'Live Activities' is hands-down my favourite new feature. I hope developers really buy into and support this feature and it doesn't have wasted potential like the touchbar.
40,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,flibbittygibbitt,That part about the center camera not being the main camera was quite a plot-twist.
41,2,iOS 16 Hands-On: Top 5 New Features!,2022-07-11,4834386,213579,Koushik Debbarma,"Unlike OnePlus with their Hasselblad venture, Xiaomi, with Leica actually made something worthy of praise."
42,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Creativepic NL,From a photographer perspective this phone is a beast! Ben from Ben’s review did a side by side compare and it’s capabilities are quite remarkable. Performance wise it feels like its up there with all of the other brands. I don’t really get why the color profiles change that much when switching cameras. Other than that: highly impressed. The bokeh with the sharpness is so nice! Nothing beats optical rollout!
43,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,scientia,"This ""hit or miss"" thing is typical in photography, I would say. Even with professional DSLRs, you still have to try a bit, know about the settings etc. to get ""hits""."
44,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Lorenzo Franchini,I got to a point where I just watch Marques' videos even if I'm not interested in the subject. His vibe and the way he talks about things are so enjoyable and comforting that I always hope there's a new video every time I have my lunch break :)
45,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Abdultajj,"This guys is really the best. I have never seen anyone review a camera of a phone like that. Precise, concise with needed details. Keep it up MKBHD!"
46,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Smithson52,Now all Xiaomi needs to do is start pushing out consistent software and security updates. That's the only thing they are lacking right now. Killer phone regardless!
47,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Perfugium,"10:05 marques is just too good a reviewer that he's even reviewing the phone for the people who do ""super weird creepy zoomed in videos"""
48,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,BODCARE,Love the leather Matt finish on the back. Makes a classy look all round. Can't help but think how vulnerable that large camera area would be subject to damage on desks etc.
49,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,The Codfather,Nice to see this camera has a phone in it.
50,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Happy Maguire,"""The hit hits so hard"". 

You can clearly tell how deeply he's impressed by the device 😁."
51,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,delpinsky,"I've seen few comparisons in this week and maybe a weak point is the 5x zoom sensor, not really as sharp as the competitors. But perhaps it can be easily fixed via software updates. I really like this phone."
52,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,,Looking forward to this going out in the first round of the blind camera test comp!
53,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Spark Fiji,"Love this look, I had the Nokia 1020, still think it looked great plus had a good camera for the time. One of my photos was blown up and printed full page size in our local paper and the quality beat a lot of their own photos. Honor have done this round bump too. I use my camera for work every day so this phone is very tempting to try and get yet again a combo of this look, great phone, and Leica lens."
54,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,cylix1,"Impressive tech.  I have the mi 11 ultra and thinking of getting this one as a upgrade but one thing that i will miss will be the second screen on the back.
Was a cool gimmick to take selfies with the main camera and i think xiaomi was wrong not bringing it back for the 12, especially with this 1 inch camera. Would be so cool to take easy selfies with it."
55,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Barney Laurance,It seems like with the big sensor it could really use an option to stop down the lens to reduce the depth of field sometimes. The bokeh looks fine but sometimes I'd want to see close up details and distant details in focus at the same time.
56,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Nkereuwem Ezekiel,I've seen several reviews of the 12S Ultra but this is the one I was looking forward to. Satisfied now. Great phone.
57,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Chris Henderson,"Absolutely dug this video.  Happy to see the strides Xaomi is making.  Question.  Is tesla the apple of EVs?  And after the EU lightning cable decision and Tesla's move to support non Teslas at superchargers, does that mean it is a bad thing?  I mean it could be DisplayPort vs Thunderbolt 2 all over again...  same port shape, WAY different capabilities.  Thoughts?"
58,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,TexRobNC,"Man, as a 44 year old dude who was basically always in tune with the tech world, but finds it hard at this point in my life compared to my 20s, I love your stuff Marques.  You help keep me in the loop!"
59,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Indra Surya Permana,it's amazing to watch such technology inside Xiaomi 12S Ultra. and it's way more amazing how you could find its main selling point's Bug even when it isn't officially coming to all market yet
60,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Sidenote,"One of the things I like about the ROG phone is that they've maintained what's made them unique through EVERY iteration of the phone. They just try to improve on what's poor, without cutting corners or going main stream. If only One coulda done the same. Huge respect to Asus for this one."
61,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,Veruux,"The display bezels are probably one of my favorite features of this phone. Just very small and even on the top and bottom of the phone, no notch or camera hole. I really wish more companies would do it like this."
62,3,The World's Largest Smartphone Camera!,2022-07-07,2312010,103328,tripleAAA,Nice to see them keeping the headphone jack after the third iteration for the 5 and now the 6. You don't see a lot of these big phone companies having that extra feature on their newer phones nowadays. This will definitely work great for high audio quality headphones
63,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Ovi Wan Kenobi,"Honestly, the look of it is sick. It's my favourite one they've made by far.
This could be a great phone/tablet for media and some gaming. So many of us world from home now anyway. I bet this is awesome to watch stuff on. Would be cool if it smoothed video to 165hz!"
64,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Mulsimin _,"We need these types of leaps of technology and balances in the smart phone world, I have to give a hats off to Asus for keeping Competition Alive and well."
65,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,[ Billey ] H0T Girl-C0me 0ver L!ve,"I like it. I would love to know how well it dissipates heat. With an over clocked processor and RAM to keep up with it, I think it's safe to say that this phone will have even more heat to deal with than a more standard configuration. I know they have a purpose built heat spreader, but was it built to be comparable to standard configuration, or exceed it."
66,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,ashwik raj,"Ah, another device i will never own"
67,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,EDD W.,I like the design and the fact ASUS actually listened to both gaming enthusiast and regular folks. And oh wow  no lag whatsoever
68,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Discover Tech,ROG'S Ultimate/Pro lineups have always pushed the definition of a phone 
69,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Cole Greene,I wonder if they still have that cool battery management software. I’ve been wanting a phone with that level of control
70,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,BLuE MaGoo,"I'm actually waiting for Asus to develop an ROG Foldable in the future. If I could get this phone's hardware/specs in my Galaxy Fold, I'd switch in a heartbeat."
71,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,,"Always amazing videos. But as a gamer myself, I just don’t see the need for such a beefy “gaming smartphone”. I don’t even know of any smartphone games that would require such a device. I personally would rather invest in a dedicated gaming system or PC. But, the phone looks cool, I will give them that."
72,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Maurice Conger,Big car guy and tech enthusiast and I LOVE the car analogies! They fit so well and make so much sense! 
73,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Seth Knows,"Definitely a unique phone, one I would be interested in solely for the battery life.

I feel like we should push for Marques to make a video shaming curved screens on flagships every week. So tired of screen protectors and accidental touches on my Galaxy phones."
74,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,gigahertz 1911,"I have the ROG 5 and I think this is just as good as any other flagship phone and I got it for $700 from eBay.

144hz, long lasting battery, fast and amazing display. I don't play games on it but anything I throw at it runs well."
75,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Ian Visser,"Something I'd like to see from these dual usb port phones, is to boost the cpu and gpu frequencies when plugged in... If you disable the battery, the cooling can focus purely on the performance hardware, instead of needing to deal with a thermal mass..."
76,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Mark Moore,"They killed it.. I love the thickness and big battery. The bezels make it useable.. its fast, its solid. Cameras not great but dude.. I take pictures of my dog so that don't bug me.

This is a solid pickup.. It should be a workhorse for a solid 3-4 years too. I think this is the most exciting Android out, nothing but love.. they listened to us."
77,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,,165hz screen? Damn 
78,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Iggy Entertainment,Don't think people will care about the thickness when it comes to gaming and I'm sure prevention of ghost touching is a part of the reason besides the other specs inside
79,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,ChrisJFerro,Its almost there! Would love to see it compete with Samsungs specs on the Ultra as they release newer generation ASUS ROG phones
80,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Panda Labs,"As Cody Ko once said: ""Cringing at your old self is a sign that you've grown"""
81,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,How To KDJ,"What I love most about Marques over the years is, he's just always been so genuine that there actually isn't that much change over the years. 
Sort of serious, but also casual all at once. Just a 'simple' honest guy through and through."
82,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,Christian Pauchet,"You should be extremely proud of yourself, as a follower since 2011 I've had the real pleasure to see you grow way beyond anyone's imagination. It's all you Marques, you did this and deserve every single bit of recognition. Cheers mate!"
83,4,ROG Phone 6 Pro Review: Daily Driver Material!,2022-07-05,2082369,97350,,Little Marques was adorable. You've done so well and accomplished so much.  😊👍💯
84,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,RealLifeTech,"Mad respect for keeping your old videos up, Marques. Most YouTubers delete them but I always liked that you have enough self esteem to keep them posted. 💪"
85,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Akintade Idowu,"Look at my boy marques, so inspirational.

Although for real, I've been watching since like 2012 so like even though it's a very one sided friendship, it feels like you're a friend that I've grown up with through the years and going through old videos is making think about where I wasand what I was doing when those videos were first  uploaded."
86,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Chris,13:42 Marques reacting to Marques in real time. Truly new levels of content
87,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Jagdish Mane,"I feel emotional by looking at your old videos. Lot's of hard work then and still today you're beating your competition. Congratulaitons for this much achievement and best of luck for further projects...
And MKBHD team plz don't delete any of the video on this channel"
88,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Need For Tech,"From a young tech reviewer to the best tech reviewer in the world. It has been quite a long journey with you. You just don't get tired and keep on enlightening us on the vast, interesting and growing world of technology... Love you MKBHD 😍 😍"
89,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Flowingglower,"it's incredible to see the progress you've made In so many dimension with your channel. but even more so as a person, influencer and mentor. you are at a point of personal success and growth that I think nurturing, growing and supporting future talent is the next big thing to focus on besides your own channel and that can set you apart from others."
90,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Sunil Nair,"Hey MKBHD! I'm in tears feeling like a proud parent. You have come long way, you were incredible and still are.. and still a long future ahead. Wish you the best to lead to the top of the world and beyond."
91,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Gavin Crenshaw,HP Pavillion DV7T was also my first laptop and it was a BEAST. Kept that thing for almost 10 years. Putting an ssd in it kept it not just usable but actually good for a long time.
92,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,R.K Chalkboard,"13:42 Dang, Marques is so good tech, he even cloned himself."
93,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Anmol Bhatia,"Been watching you for 7+ years Marques, I can see how your content has grown and evolved over time - it's been an awesome journey!!"
94,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,JOAH media,"My dude. I'd say over 100 views on that first video are probably mine. I can't say enough how inspiring it is to watch that and see how far you've come! I keep watching back that video for motivation.
And I've sent it to dozens of people that keep saying great youtubers are only great because they can afford better gear than them an fail to understand they can buy better gear BECAUSE they're great, and not the other way around 😂"
95,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,KtineBee,"I’ve discovered you when I was looking for a product review for wireless speakers and from then on, you’re my go-to-channel for every tech reviews. Keep it up Marques!"
96,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Mr-112,"I literally feel like I watched you grow up!  In the early days of only a few thousand subscribers, I never imagined you'd be the #1 tech reviewer!  Congrats to all your success.  Don't cringe on your first videos, because they led to your success today."
97,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Freddy Martinez,"This video is the proof that the effort at the end of the road will be rewarded... keep up the hard work bro, cause you are a crack!!! Congrats for everything you have achieved... well deserved... well done"
98,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,,Wired apple earbuds still rocks with the latest MBP16” lol
99,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Pritesh A,"Man, you’ve come so far. Been watching since 2012 and you just keep on getting better. Congratulations and thank you. Can’t wait for more from you."
100,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Tux,"No gimmicks, genuinely useful features, Ford did a VERY good job with this truck"
101,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Parker Davis,"As an electric car nerd, I've always looked at the EV marketplace as the best place for companies to switch up how we think about cars. This Ford F-150 is the first of all of these to make me go, ""huh. Maybe there is a little something to how things have been done."" And to me, it looks like the single most compelling EV option for anyone and everyone that doesn't care about EVs. Which, I should add, is the only way mass adoption is ever going to become a reality as fast as we need it to be. Great coverage, Marques."
102,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,DwizzyThat,"Is it just me or is the outdoor scenery in the video a very nice take in an MKBHD video?
I’d be down to see more of this, natural lighting, etc."
103,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,Noe,"I can't see Ford losing this battle of the EVs. Their entire strategy just makes way more sense. Take the familiar and old, bring it into the future. Simple."
104,5,Reviewing MKBHD Videos!,2022-07-02,1383212,84917,,"S Tier intro! This truck will definitely sell well and possibly change the landscape as much as the tesla has so far.
Also had to laugh when Marques was sitting in the frunk looking devious"
105,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,Clarence Steward,Yep that truck is going to sell like crazy. A lot of contract workers will have this truck also. You can literally go camping and power up all of your needs
106,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,,"I’m glad to see solid electric versions of staple vehicles. Ever since the Prius, too many have just been ugly."
107,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,Beau Reddington,"I was at a bar in Cleveland last fall, and when I randomly got into a convo with a really vanilla-seeming non-tech dude, I found out even tho he didn’t care much about pc parts, video games, or crypto, but preferred sports, camping & rock climbing, he had reserved an F-150 Lighting. This really is the most important car for the future of cars, bc it’s electrifying a whole segment of the collective fleet which would never have considered going EV otherwise."
108,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,Timothy Lundgren,"Considering the nature of this channel, I was expecting more of a walkthrough of the UI inside of the car as well as the interior. Otherwise really exciting video and I love these episodes!"
109,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,saladass,"Never been into trucks or big cars, but the utility this provides makes me want one. I can literally plug my house into this, instead of the other way round ._."
110,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,superhawk20002,"Excellent review. 

Ford has done well with this. Its marketing, execution, after sales service, parts availability, and local dealers who have been trained to repair them -> each segment seems to have come together, esp compared to other EV manufacturers. And while its price is still up there, its still acceptable for the value."
111,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,Abrasive_Heat,Ford really did a great job with this first outing. Ford will already be updating and adding features by the time all the others hit the market. It was smart to take advantage of their market leadership and not remain stagnant. Even market leaders in EV's are gonna be playing catch up.
112,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,sorenslothe,"This video could legitimately be an hour long, and I'd still sit here watching intently. Prodution quality is top notch as always, loving the car videos you guys are putting out."
113,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,SAS Stewart,Its such a fantastic truck...  i really hope they can get the economics to where it becomes in reach for the middle class and not just the wealthy privileged few.  $90-100K is steep.  Love to see it start at $35-40k with nice spec at $50-65k
114,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,Michael Bass,This truck is so awesome and I would definitely drive it!
115,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,OGSneekerz,"Great review young king, you never disappoint!  I’m still waiting on the preorder list with no clue when my opportunity will come up?  Frustrated but excited!  Keep up the great work."
116,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,Sunday Dickson,"Thanks MKB for your objective review, so short, simple and straight to the point. I have always thought of the F-150 as a pacesetter, others come in to copy like the new Chevy EV truck, the front and rear lightbars, electrical outlets and frunk . Your review again is on point "
117,7,Ford F150 Lightning is the iPhone of Pickup Trucks!,2022-06-24,2191532,102510,EJ,"it'd be smart of Ford to make a less powerful, stripped down version one of these that can be used in fleets. That'd hopefully increase the range further. Trucks and SUVs are the number 1 vehicles I see that should be electric. The more of these electric vehicles hopefully will allow the car enthusiast to enjoy our vehicles longer"
