,Video Number,Title,Date Published,Views,Likes,Auther,Comment
18,5,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part III,2022-06-12,3294,197,Dipesh Koyande,Congratulations to all winners
19,6,BI Contest Winners Announcement,2022-06-09,613,42,Ashutosh Nayak,Hi sir can you please provide the 2nd winner's documentation submission so that it will help please?
20,6,BI Contest Winners Announcement,2022-06-09,613,42,Datta Navneet.,Can you please let me know again when are you going to start next power BI Classes.
21,6,BI Contest Winners Announcement,2022-06-09,613,42,Bhaskar sahu,"Amazing Video Sir. Thankyou So much sir for such a work🙏🙏
      "
22,6,BI Contest Winners Announcement,2022-06-09,613,42,Ajay Chauhan,"the way u taught is so amazing
      "
23,6,BI Contest Winners Announcement,2022-06-09,613,42,rituraj kumar pandey,"dear suraj sir i am so heartfull from this course pls i need some more videos advanced sql
pls sir if you do this we people like can get a job ...i need a job for data analyst ...my family condition is not good ...i know this is not focused comment but if you  can provide more videos and instructions for data analyst job...thank you dear suraj sir
      "
24,6,BI Contest Winners Announcement,2022-06-09,613,42,Ashutosh Nayak,"Very informative video sir
      "
25,6,BI Contest Winners Announcement,2022-06-09,613,42,Mr San,"what's the difference btween data analytics boot camp and the free resoruces and the live lectures from from your youtube channel and udemy course??
      "
26,6,BI Contest Winners Announcement,2022-06-09,613,42,Ameer Ali,"Very helpful video sir ji....
      "
27,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Alone Luvr,"Paid courses vs youtube and lots of free certificate courses what is the main difference
      "
28,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,The Sigma Male,"How to import data into sql through command prompt if you haven't created a table before. 
Can we create a table altogether similar to that csv file?
      "
29,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Alone Luvr,"There are many courses end to end available on YouTube but paid courses same as teaching topics then what is the purpose of learning
      "
30,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Jai Tiwari,"where is dataset files to practice
      "
31,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Kiki Kiki,"👏👏
      "
32,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Samadhan Chavan,"Good Presentations 👌
      "
33,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Ranjan NAYAK,Great Effort Dear. Would expect more analytics aspects in the upcoming sessions.
34,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Priyam Malhotra,"Sir, can you please provide us with these slides so that we can go through it once."
35,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,bp,Sir Thanks a lot for this session. Please do an advance level 🙏
36,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Ameer Ali,Great video sir.... highly appreciated ....keep doing great work
37,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,The Sigma Male,"Main Difference between char & varchar is. If I define  char (10) it can't have any value less than 10, where as if i define varchar(10) it can be of any length be it 6,3,9,7 etc..
Max length limit is 10 in both the cases."
38,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,The Sigma Male,Great session 👌
39,7,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part II,2022-06-05,8080,350,Play With Vihaan,"Sir, Is it advisable for a Business Analyst with 5.5 years of experience to take Zen Analytics Data Analysts course?"
40,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Amira Sobhy,"Please, where can I find the data used in the application to work within MySQL ?"
41,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Snehal Patil,"Sir , can you please make one more video with tableau as well"
42,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Kalyan D,Are these SQL classes are enough for a power bi developer for 3 yrs experience??
43,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Play With Vihaan,"Sir, Ineuron's course for Data Analyst is worth 3600. Can you please tell me What is the USP of your course? As , it will help me make an educated decision."
44,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,mohd rizwan,thanks for the lecture
45,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Luv Official,"Hi satyajeet, plz lauch full fledged data science or data analytics course with job ready curriculum."
46,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Shivamt vlogs,"Sir ji, How to make project and where to upload?"
47,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Kiki Kiki,Thank you sir
48,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Shashank Athawale,Thank you 🙏
49,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Jeet Sarkar,IF BY MISTAKE I DROPED ANY COLUMN. HOW CAN I RETRIVE THE SAME DATA (SUPPOSE THERE ARE TOO MANY DATA) ?
50,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Sukoon,I am not able to create table getting error
51,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,trisna naik,Can i get the watsapp group number
52,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Jeet Sarkar,"WhatsApp is full, can't join"
53,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Rajeeb Mohanty,Beautiful place ..
54,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Odia Bhari Badhia,
55,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,suresh rao,Bhubaneswar meet up request Ed?
56,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Rakesh Panigrahi,Mu last week jae asithili 
57,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Faizan Alam,Please make a detailed session brother. It would be helpful
58,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,The Recommender,"Hello Sir,
Is it possible for you to create videos on Azure Portal and Azure Devops ???Also wanted to know about the future of same.........."
59,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Niranjan Jamkhande,Thanks for a video. Please make a video on data engineering part used for AI platform using aws.
60,8,SQL for Data Analysis | Learn End to End SQL Live | MySQL Full Course | Part I,2022-05-29,7912,458,Ak,"You didn't answer to my question on another video.

Hello thanks for amazing video's. I want to ask question
As a PowerBI developer we need to learn detailed SQL ? Means all complex stored proc bla bla coz acc to me this is SQL developer role? How much detailed we need to learn SQL ? Please? And what exact we do as PBI developer in SQL server? Create view,sp please explain in easy language."
61,9,How I started my Tech Journey | The Story that you don't know #satyajitpattnaik #techjourney,2022-05-22,1216,99,Abhinaba Banerjee,Please make a detailed session
62,11,BI Contest #shorts #deadline22may #bicontest #satyajitpattnaik #cashprizes,2022-05-11,540,35,Jay pandey,"I've learned a lot from you. You explained the importance of EDA before making a dashboard, because it's like the most important thing befor making a dashboard is getting and giving useful insights, whether our dashboard is giving some relevant insights or not. This explanation you've covered in every lecture. Thank you so much, sir, for all the content."
63,12,Riding bike after 2.5 years 😍😍,2022-05-06,373,21,Yash Joshi,"First of all, thank you so much sir for providing this opportunity.  I am going through the first problem statement of the Financial Cash Flow and maybe there is a mistake in the data set where the Subcategory ID of Operational Revenue is 50 and for Non-Operational Revenue is 51 but in the 12th row, it is 50, and also what is the use of Cash Flow mask data set?  "
64,13,Blissful Konark Tour,2022-04-28,919,37,pro duct,"please upload a document explaining all column headers from the datasets of all 3 questions. It would be a great help.
ty"
65,13,Blissful Konark Tour,2022-04-28,919,37,Sameer Mehdi,Thankyou so much sir for this content no matter if we get the prize or not but one thing is sure it will boost our resume and help to get our first job ❤️
66,13,Blissful Konark Tour,2022-04-28,919,37,Simon-Peter Osadiapet,"Thank you so much for this. I am from Ghana, West Africa. Please how do I get the dataset and descriptions?
I’m going to spread the word to my fellow Ghanaians."
67,13,Blissful Konark Tour,2022-04-28,919,37,nehatify,Any restrictions with terms of pages for dashboard? Does it have to be 1 page for each use case? Thanks
68,13,Blissful Konark Tour,2022-04-28,919,37,niranjan hanchinal,Thank you for your explanations. Keep doing and it is our pleasure to be part of you.
69,14,ETL vs ELT Explained Clearly!!,2022-04-24,1376,48,Zakeen Rashadh,Sir i am currently studying bachelor's degree in Hong Kong. Now i am very interested in the science field Could you please help me to give some suggestions for my carrier thanks
70,14,ETL vs ELT Explained Clearly!!,2022-04-24,1376,48,Kapil Sharma,Thanks sir for your endless  support..... Your hard work really reflects and Is their any way out to join your whats app group because it is showing full now.
71,14,ETL vs ELT Explained Clearly!!,2022-04-24,1376,48,Tochi Mgbeoji,Thanks for your content. I have learnt a lot from you😇
72,14,ETL vs ELT Explained Clearly!!,2022-04-24,1376,48,Rajendra Kumar Oram,"Hello sir,
I'm not able to find the dataset in the description as well as the submission info. Please help me."
73,14,ETL vs ELT Explained Clearly!!,2022-04-24,1376,48,c.harish chandrasekaran,I couldn't find the link for the dataset/google form sir. I request you to update sir
74,14,ETL vs ELT Explained Clearly!!,2022-04-24,1376,48,Vishal Agarwal,yes i got so much to know about power bi through your videos
75,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Data Scientist,I will...Your vibes are good..i have a off on Sunday only .
76,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Exam Paper Guide,Sir Previous contestants winners were announced or not in YouTube ?
77,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Gopal Bhandari,Dataset is not available in the description
78,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Esther Chichi,Where is the link for submission. Are we to submit the file?
79,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Sachin dubey,I m having problem with downloading the data .
80,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Karamala Jayanth Kumar,Last day for submission is 15th or 20th ?
81,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Nrapendra Banarji,Thank you for the challenge. On it.
82,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,The Sigma Male,"I wish why did I waste so much money In Simplilearn course. Your way of teaching is so well paced and your voice is so clear. I dnt feel bored even in 2 hrs long video. 
Just one feedback- Please make more live projects..
PS: I appreciate your efforts man. Even with 20 members,Your energy is still the same."
83,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Rahul Agarwal,"Journey of Power BI from scratch to proper dashboard creations was fun and informative !! 
Hope to see such live classes further on different topics ..😃"
84,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,c.harish chandrasekaran,"Amazing sessions sir, learnt a lot. Thank you so much ❤️"
85,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Arjun Dattaraju,Thanks Satyajit. One of the best tutorials available on Youtube. Went through the recorded sessions in 3 days on 2x speed. Amazing content. Kudos. Hope to see more.
86,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,PLABAN PARAMANIK,"Teaching is not everyones cup of tea, you are very very good in that...I thoroughly found all five sessions very precise and informative.
Geep up your good work and thank you so much."
87,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Abhishek Pandey,"Thank you so much sir, amazing sessions.God bless you 🙏🙏"
88,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Puneet singh,Amazing Session Sir Learn alot including DAX expression and Dashboard. Thankyou Sir
89,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Avinash Yadav,Great session sir very informative🙌🏻❤️
90,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Aditya Anand,"very helpful and interesting dashboard session , Satyajit sir. Thanks a lot for this Power BI session."
91,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Kapil Sharma,Thanks a lot sir..but please don't stop this series....please keep helping us countuing this. And excited for your SQL course.
92,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Srinivas Reddy,Thank you so much Satyajit.  I have completed all your 4 vedios with 2x speek . It was very crisp and clear . Pls continue same in future as well
93,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Akanksha Rastogi,Very helpful and amazing session sir. Watched all your 5 videos on Powerbi. It's very informative. Waiting for the SQL session. Thankyou Sir.
94,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,deepali mallick,"Lesson sir
Is there any way in power BI to compare two adjacent cells are matching or not matching..I want to compare adjacent cells and not any cell from between two columns"
95,15,Power BI/Tableau Dashboard Contest | Build Power BI Dashboards & Earn Prizes | Power BI Challenge,2022-04-16,2417,142,Srinivas Reddy,Till now i was struggling to make colorfull dashboard . But after seeing this I find the ans . Thanks Satyajit 👍
96,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Arun Kamboj,Thank you sir so much for this wonderful course.
97,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Anup J Baruah,"Hi, its an amazing dashboard. But I have a question to you, why you didn't create star scheme model to your dataset. Thanks !"
98,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,akhila,Very great lessons learn from zero
99,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Smriti Singh,"Hello sir. 
I don't have any organizational accout to sign in to power bi, thus cannot publish the report. If I export the report as pdf, the background is not visible. how can I solve this issue?"
100,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,D N,Nice explanation
101,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Free time,Thank you sirlll
102,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Abhinaba Banerjee,"Brilliant explanation and walkthrough especially the simultaneous switch between python and power bi, one needs knowledge in both I think "
103,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Arun Kamboj,"Thank you sir for your this course, the amount of efforts you put are great and all concepts are very easy to understand.,
Sir as you mentioned that we need to learn something else with power bi, so can we learn Azure Synapse along with that?"
104,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Ritesh Tripathi,"Your videos have been great and helpful to brush up my understanding, I used to enjoy them even better when there were less number of ads, however, nowadays I download your video,  watch, learn, make notes, and then give alike. It's a bit lengthy for me, but as long as those numerous ads exist, I prefer to take a longer route. Nonetheless thank you very much for posting,"
105,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,LIFE SOFIA 💓 FOOD,"Good afternoon! Great video! It's always nice when people share their attention and part of their lives! Thanks.  Have a good day, be healthy!!! "
106,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Padma Dey,"Sir, can you please update the jupyter coding file in the description..."
107,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Sk Jamil Ahemad,Sir when did you take admission for masters? Just right after your Btech or you first worked for some companies then went for MS??
108,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Michele Chauncey,Can I get access to the slides from the presentation?
109,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Umesh Tompe,great explanation
110,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,sam,sir this is exactly how we will do EDA  in real time project aswell ?
111,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Omkar Patade,Sir bsc physics degree holder can go for ms in data science ( I had the statistics till 2nd year)
112,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,pranay patil,Satyajit bhai thankyou so much for your valuable time ️ janeman
113,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,dhruv sharma,Sir ek help kar do . Ab wo vedios bnao Jo tools me nahi hai but business analytics bhut zaroori hai jese stats predictive analytics and time forecasting .Ab wo areas vedio bnao Jo touch nhi kie . Isse apka sabka fyda jo jante ho uspe bar bar vedio bna ke kya fayda bolo ap
114,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,dhruv sharma,Ab wo topics target Jo abhi tak touch nhi Kia . Sare vedio explain krte samay targeted bnao . Knowledge bhi interview bhi ok sir . Ase hi simple way me pdhya kro
115,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Level One,Is live session done
116,16,Learn Power BI in just 8 hours | Part V | Live Dashboard in Power BI,2022-04-10,8726,336,Property Mafia,Bhai Madi chalo 
117,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,dhruv sharma,Stats bhot puchte hai higher level p
118,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,c.harish chandrasekaran,"Extremely amazing session. I don't knew anything about powerbi but want to try it out. End-to-End Powerbi classes helped me with ease in starting with powerbi. I like your pace while teaching, easier to understand for beginners like me. Thanks a lot sir..."
119,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Perumal balachandranjj,Thank you Satyajit. You did good explanation for all Power BI content. Could you able to upload Power BI PPT file. If it is possible. I hope it will be useful to everyone.
120,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Yashwanth Reddy,sir as a fresher power bi + sql basics are enough to get job and what topics should i cover in sql
121,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Depesh Kumar Mohanty,thank u sir!!!!!! nicely explained
122,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,raghav verma,"1 question, what if data is modelled differently?
like stock price table ,
where stock name column has top 1000 rows of stock apple... then how would we make. a dashboard only with top 1000 rows??"
123,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,suresh rao,"Bhai Jay Jagannath I am accountant having 8 year experience very good hand speed in working and excel too, Should I success in the Power BI field. I really want to learn something which is creative. Please reply"
124,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Na Wang,very good. Give me a big help.
125,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Manish lamba,"WhatsApp group is full, could you please make a group on Telegram so more people can join. Thanks in advance : )"
126,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Priyanka S,"Your explaination has so much clarity, I have taken many international courses but haven't found anyone explaining in such a simple and clear manner....Thank you so much! Excited to watch DAX tutorial next and I am sure it will be valuable too."
127,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Anup J Baruah,"Hi Satyajit,
I have a questions to you, well can I calculate two columns in power bi, having different data types each, basically want to filter the data, based on some criteria. Hope to get an answer from you. Thanks!"
128,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Waleeth Mohamed Ismail,"Actually, your way of explanation is simple & easy to understand."
129,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Depesh Kumar Mohanty,Nice explanation!!!! Sir .very helpful
130,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Diptiranjan Jena,"easy as pie, thanks"
131,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,sdf gd,Son unos LIKESEX.Uno de Losa mejores  Mañas no se la. .
132,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,sivaji gade,Can you provide dataset in the description plz
133,17,Live Session on Exploratory Data Analysis (EDA) performed on Python & Power BI | Part IV,2022-04-06,6858,281,Sarita s,Easy to understand
134,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,,"Project Links: 😍



🔴 Cryptocurrency: https://bit.ly/3L3obsZ

🔴 Covid-19 Analysis: https://bit.ly/3gvTK0y"
135,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Thu Vu data analytics,"Great video Sayajit!! 🙌🏽 So glad I found your channel today, a lot of great stuff you're sharing here! Great work 👋"
136,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Vijay Rangvani,"Thank you satyajit, you are a true mentor."
137,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Bhawana Maurya,Very informative session 👏
138,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Technical Universe,"I request you to create a video on topic ""Career Transition from front end developer or hybris developer to Data analytics"". 
I am working as a front End developer in Accenture wanted to switch into data analyst. How to do transition?"
139,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Tanuj Sharma,"Thankyou so much sir, for this valuable information!!"
140,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Aariz Mobin,Thank  you imparting valuable  knowledge...
141,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Rakesh Panigrahi,Crisp and clear👌
142,18,End to End Power BI | Learn Power BI in just 8 hours | Power BI Full Course | Part III,2022-04-03,5131,226,Sk Jamil Ahemad,"Sir I am currently in 4th sem in CSE branch.. And I want to pursue MS from abroad... Can u please tell me how can I get a good scholarship there? As you know that MS is quite costly in foreign countries and I don't want my father should spend a huge amount on this.. Can u please help me out sir?
 PS:- Sir mu b odia😁"
143,19,The Top 5 DAX you need to know before your next Data Analyst Interview,2022-03-31,1975,109,Level One,Keep up satya. Good content.
144,19,The Top 5 DAX you need to know before your next Data Analyst Interview,2022-03-31,1975,109,Ritesh Chouhan,"Hello, sir great information share by you,
I want to know ,I have a 59% in 10th , 12th 52%,  B.com with 60% and PGDM in It and business research analysis with 76%, so Can I eligible for the post of Data analyst role ,
Request to you sir, plz response me, I will be waiting"
145,19,The Top 5 DAX you need to know before your next Data Analyst Interview,2022-03-31,1975,109,Siddharth,What dataset would you want so you show us a complete end to end data analysis project with dashboard. I can scrap.
